"","sample","experiment","sample_type","sample_perc","args","read_count",".y.","n","statistic","df","p","method","p.adj","lab"
"1845","C168",2,"Wastewater","BT_WW","beta_lactam",0.102157160361,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"1846","C168",2,"Wastewater","BT_WW","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1847","C168",2,"Wastewater","BT_WW","diaminopyrimidine",0.00180988225265,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"1848","C168",2,"Wastewater","BT_WW","fluoroquinolone",0.00420008201218,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"1849","C168",2,"Wastewater","BT_WW","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"1850","C168",2,"Wastewater","BT_WW","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1851","C168",2,"Wastewater","BT_WW","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"1852","C168",2,"Wastewater","BT_WW","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1853","C168",2,"Wastewater","BT_WW","fosfomycin",0.000985569527732,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"1854","C168",2,"Wastewater","BT_WW","fosmidomycin",0.0195467283287,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"1855","C168",2,"Wastewater","BT_WW","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1856","C168",2,"Wastewater","BT_WW","glycopeptide",0.0270208474809,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"1857","C168",2,"Wastewater","BT_WW","mls",0.0651620182511,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"1858","C168",2,"Wastewater","BT_WW","multidrug",1.67378767474,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"1859","C168",2,"Wastewater","BT_WW","multidrug_fluoroquinolone_multidrug",0,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"1860","C168",2,"Wastewater","BT_WW","mupirocin",6.68916818138e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"1861","C168",2,"Wastewater","BT_WW","nitroimidazole",0.00561001303056,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"1862","C168",2,"Wastewater","BT_WW","nucleoside",0,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"1863","C168",2,"Wastewater","BT_WW","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"1864","C168",2,"Wastewater","BT_WW","peptide",0.0627573390005,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"1865","C168",2,"Wastewater","BT_WW","peptide_polymyxin",0.000827759301237,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"1866","C168",2,"Wastewater","BT_WW","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"1867","C168",2,"Wastewater","BT_WW","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1868","C168",2,"Wastewater","BT_WW","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1869","C168",2,"Wastewater","BT_WW","phenicol",0.00254761077572,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"1870","C168",2,"Wastewater","BT_WW","pleuromutilin",0.00267786946784,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1871","C168",2,"Wastewater","BT_WW","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"1872","C168",2,"Wastewater","BT_WW","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"1873","C168",2,"Wastewater","BT_WW","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"1874","C168",2,"Wastewater","BT_WW","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"1875","C168",2,"Wastewater","BT_WW","rifamycin",0.118568048681,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"1876","C168",2,"Wastewater","BT_WW","sulfonamide",0.00782593282827,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1877","C168",2,"Wastewater","BT_WW","tetracenomycin_c",4.24393322041e-05,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"1878","C168",2,"Wastewater","BT_WW","tetracycline",0.0181988987692,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"1879","C168",2,"Wastewater","BT_WW","triclosan",0.00360012326797,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"1880","C168",2,"Wastewater","BT_WW","unclassified",0.0362815595095,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"1881","C169",2,"Wastewater","BT_WW","aminoglycoside",0.0604409505584,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1882","C169",2,"Wastewater","BT_WW","aminoglycoside_aminocoumarin",0.000175581120991,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"1883","C169",2,"Wastewater","BT_WW","antibacterial_free_fatty_acids",0.00027861309824,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"1884","C169",2,"Wastewater","BT_WW","bacitracin",0.11884226397,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"1885","C169",2,"Wastewater","BT_WW","beta_lactam",0.104312743981,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"1886","C169",2,"Wastewater","BT_WW","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1887","C169",2,"Wastewater","BT_WW","diaminopyrimidine",0.00326181188183,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"1888","C169",2,"Wastewater","BT_WW","fluoroquinolone",0.00429205931379,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"1889","C169",2,"Wastewater","BT_WW","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"1890","C169",2,"Wastewater","BT_WW","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1891","C169",2,"Wastewater","BT_WW","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"1892","C169",2,"Wastewater","BT_WW","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1893","C169",2,"Wastewater","BT_WW","fosfomycin",0.00133734287155,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"1894","C169",2,"Wastewater","BT_WW","fosmidomycin",0.0197013437663,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"1895","C169",2,"Wastewater","BT_WW","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1896","C169",2,"Wastewater","BT_WW","glycopeptide",0.041318622053,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"1897","C169",2,"Wastewater","BT_WW","mls",0.054013071317,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"1898","C169",2,"Wastewater","BT_WW","multidrug",2.28849866125,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"1899","C169",2,"Wastewater","BT_WW","multidrug_fluoroquinolone_multidrug",0.00428852566405,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"1900","C169",2,"Wastewater","BT_WW","mupirocin",5.223995592e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"1901","C169",2,"Wastewater","BT_WW","nitroimidazole",0.00592842716255,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"1902","C169",2,"Wastewater","BT_WW","nucleoside",0.000148593652395,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"1903","C169",2,"Wastewater","BT_WW","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"1904","C169",2,"Wastewater","BT_WW","peptide",0.0515867177143,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"1905","C169",2,"Wastewater","BT_WW","peptide_polymyxin",0,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"1906","C169",2,"Wastewater","BT_WW","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"1907","C169",2,"Wastewater","BT_WW","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1908","C169",2,"Wastewater","BT_WW","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1909","C169",2,"Wastewater","BT_WW","phenicol",0.00185820272679,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"1910","C169",2,"Wastewater","BT_WW","pleuromutilin",0.00177486862582,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1911","C169",2,"Wastewater","BT_WW","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"1912","C169",2,"Wastewater","BT_WW","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"1913","C169",2,"Wastewater","BT_WW","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"1914","C169",2,"Wastewater","BT_WW","polymyxin_peptide_peptide_polymyxin",0.000848465265939,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"1915","C169",2,"Wastewater","BT_WW","rifamycin",0.0954909734599,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"1916","C169",2,"Wastewater","BT_WW","sulfonamide",0.0101127694174,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1917","C169",2,"Wastewater","BT_WW","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"1918","C169",2,"Wastewater","BT_WW","tetracycline",0.0202726792265,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"1919","C169",2,"Wastewater","BT_WW","triclosan",0.00332948432751,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"1920","C169",2,"Wastewater","BT_WW","unclassified",0.0459455219674,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"1921","C170",2,"Wastewater","BT_WW","aminoglycoside",0.0565555700474,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1922","C170",2,"Wastewater","BT_WW","aminoglycoside_aminocoumarin",0.000185932812879,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"1923","C170",2,"Wastewater","BT_WW","antibacterial_free_fatty_acids",0.000221279415328,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"1924","C170",2,"Wastewater","BT_WW","bacitracin",0.111271934565,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"1925","C170",2,"Wastewater","BT_WW","beta_lactam",0.112531064351,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"1926","C170",2,"Wastewater","BT_WW","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1927","C170",2,"Wastewater","BT_WW","diaminopyrimidine",0.00162365532776,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"1928","C170",2,"Wastewater","BT_WW","fluoroquinolone",0.00515481440325,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"1929","C170",2,"Wastewater","BT_WW","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"1930","C170",2,"Wastewater","BT_WW","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1931","C170",2,"Wastewater","BT_WW","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"1932","C170",2,"Wastewater","BT_WW","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1933","C170",2,"Wastewater","BT_WW","fosfomycin",0.000638881920947,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"1934","C170",2,"Wastewater","BT_WW","fosmidomycin",0.0189631061877,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"1935","C170",2,"Wastewater","BT_WW","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1936","C170",2,"Wastewater","BT_WW","glycopeptide",0.0351001498378,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"1937","C170",2,"Wastewater","BT_WW","mls",0.0904115308676,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"1938","C170",2,"Wastewater","BT_WW","multidrug",2.1714265489,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"1939","C170",2,"Wastewater","BT_WW","multidrug_fluoroquinolone_multidrug",0,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"1940","C170",2,"Wastewater","BT_WW","mupirocin",0,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"1941","C170",2,"Wastewater","BT_WW","nitroimidazole",0.00551145430342,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"1942","C170",2,"Wastewater","BT_WW","nucleoside",0,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"1943","C170",2,"Wastewater","BT_WW","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"1944","C170",2,"Wastewater","BT_WW","peptide",0.0588740785908,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"1945","C170",2,"Wastewater","BT_WW","peptide_polymyxin",0,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"1946","C170",2,"Wastewater","BT_WW","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"1947","C170",2,"Wastewater","BT_WW","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1948","C170",2,"Wastewater","BT_WW","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1949","C170",2,"Wastewater","BT_WW","phenicol",0.00268330406798,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"1950","C170",2,"Wastewater","BT_WW","pleuromutilin",0.00203249240746,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1951","C170",2,"Wastewater","BT_WW","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"1952","C170",2,"Wastewater","BT_WW","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"1953","C170",2,"Wastewater","BT_WW","polymyxin_peptide_polymyxin",0.000545510582802,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"1954","C170",2,"Wastewater","BT_WW","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"1955","C170",2,"Wastewater","BT_WW","rifamycin",0.0948473451805,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"1956","C170",2,"Wastewater","BT_WW","sulfonamide",0.0111309261614,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1957","C170",2,"Wastewater","BT_WW","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"1958","C170",2,"Wastewater","BT_WW","tetracycline",0.0184381478591,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"1959","C170",2,"Wastewater","BT_WW","triclosan",0.00115108897826,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"1960","C170",2,"Wastewater","BT_WW","unclassified",0.0341437169076,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"1961","C171",2,"Wastewater","BT_WW","aminoglycoside",0.0647853089117,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"1962","C171",2,"Wastewater","BT_WW","aminoglycoside_aminocoumarin",0.000108344284088,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"1963","C171",2,"Wastewater","BT_WW","antibacterial_free_fatty_acids",0.000128940983928,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"1964","C171",2,"Wastewater","BT_WW","bacitracin",0.116800694364,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"1965","C171",2,"Wastewater","BT_WW","beta_lactam",0.090492139794,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"1966","C171",2,"Wastewater","BT_WW","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1967","C171",2,"Wastewater","BT_WW","diaminopyrimidine",0.00422674835119,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"1968","C171",2,"Wastewater","BT_WW","fluoroquinolone",0.00494164428423,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"1969","C171",2,"Wastewater","BT_WW","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"1970","C171",2,"Wastewater","BT_WW","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"1971","C171",2,"Wastewater","BT_WW","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"1972","C171",2,"Wastewater","BT_WW","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
